company_id,company_name,sector,period_end,period_type,currency,revenue,cogs,gross_profit,sga,ebitda,ebitda_margin,capex,cash,ar,inventory,ap,net_debt,free_cash_flow,anomaly_flag_design
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-01-31,month,GBP,2575083.7,1358816.83,1216266.87,832228.99,384037.88,0.1491,80860.87,6572160.18,434093.2,207715.45,157265.13,17956703.89,288640.7,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-02-28,month,GBP,2608388.27,1389310.89,1219077.38,841591.98,377485.4,0.1447,79153.73,6643420.15,390063.36,225917.26,172921.17,17913947.91,285039.88,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-03-31,month,GBP,2636732.39,1339637.51,1297094.88,826490.93,470603.95,0.1785,89999.17,6734713.97,431339.73,235230.77,152254.86,17859171.62,365175.31,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-04-30,month,GBP,2672331.72,1386938.86,1285392.86,866086.44,419306.42,0.1569,95643.65,6812043.4,437739.52,204633.0,164204.46,17812773.96,309317.72,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-05-31,month,GBP,2722359.87,1386883.76,1335476.1,876750.15,458725.95,0.1685,96251.05,6898682.57,447077.65,243876.37,160346.67,17760790.46,346556.68,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-06-30,month,GBP,2774520.84,1449032.3,1325488.54,859300.95,466187.59,0.168,102784.72,6985455.79,439455.77,268259.8,164049.29,17708726.52,347092.88,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-07-31,month,GBP,2827591.97,1466942.11,1360649.87,820717.36,539932.51,0.191,104250.26,7090050.9,468665.33,283700.07,175638.64,17645969.46,418380.44,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-08-31,month,GBP,2898551.57,1495866.93,1402684.64,839709.29,562975.35,0.1942,104066.58,7200951.98,430303.8,265909.25,186064.03,17579428.81,443604.3,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-09-30,month,GBP,2961615.38,1576551.57,1385063.81,925016.94,460046.88,0.1553,106375.9,7285121.08,497625.52,254368.63,185508.58,17528927.35,336676.41,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-10-31,month,GBP,3079757.27,1605085.28,1474671.99,908550.17,566121.82,0.1838,104364.19,7396240.2,517499.2,248083.97,189544.53,17462255.88,444476.47,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-11-30,month,GBP,3110901.38,1570833.15,1540068.23,948712.17,591356.06,0.1901,109856.12,7512152.49,503608.71,275789.09,184372.69,17392708.5,463649.18,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2026-12-31,month,GBP,3164929.01,1611962.78,1552966.23,923394.67,629571.55,0.1989,108247.14,7637764.17,514315.25,313069.38,198127.45,17317341.5,502446.69,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2027-01-31,month,GBP,3191461.71,1658287.77,1533173.94,932306.47,600867.47,0.1883,99029.67,7758791.51,491714.79,293964.54,194732.07,17244725.09,484109.39,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2027-02-28,month,GBP,3306002.57,1712017.61,1593984.96,945835.54,648149.42,0.1961,115031.23,7887750.57,505016.83,284542.75,213493.88,17167349.66,515836.22,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2027-03-31,month,GBP,3366960.03,1789485.5,1577474.53,932220.39,645254.14,0.1916,123867.91,8013758.22,508238.9,296991.9,226709.98,17091745.07,504030.6,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2027-04-30,month,GBP,3423833.24,1785772.94,1638060.3,966733.83,671326.47,0.1961,131047.6,8144348.68,529333.43,283339.78,215438.83,17013390.79,522361.83,False
portco_c_healthcare,Company C — Healthcare Services,Healthcare Services,2027-05-31,month,GBP,3545889.87,1835375.43,1710514.45,1049317.55,661196.9,0.1865,137593.67,8270460.52,536694.13,321463.36,219629.02,16937723.69,504447.37,False
